driver,driver_number,team,lap,position,lap_time,lap_time_sec,race_time_sec,gap_to_leader_sec,interval_sec,compound,tyre_life,stint,fresh_tyre,pit_in_time,pit_out_time,is_pit_lap,track_status,deleted
ALO,14,Aston Martin,24,8.0,0 days 00:01:34.088000,94.088,5753.102,30.621000000000095,2.1530000000002474,MEDIUM,24.0,1.0,True,,,False,1,False
STR,18,Aston Martin,24,9.0,0 days 00:01:34.585000,94.585,5754.68,32.199000000000524,1.5780000000004293,MEDIUM,24.0,1.0,True,,,False,1,False
TSU,22,RB,24,10.0,0 days 00:01:34.106000,94.106,5755.316,32.835000000000036,0.6359999999995125,MEDIUM,24.0,1.0,True,,,False,1,False
ALB,23,Williams,24,11.0,0 days 00:01:33.960000,93.96,5755.751,33.27000000000044,0.4350000000004002,MEDIUM,24.0,1.0,True,,,False,1,False
MAG,20,Haas F1 Team,24,12.0,0 days 00:01:33.625000,93.625,5757.038,34.55699999999979,1.2869999999993524,MEDIUM,24.0,1.0,True,,,False,1,False
SAR,2,Williams,24,13.0,0 days 00:01:34.037000,94.037,5758.095,35.61400000000049,1.0570000000006985,MEDIUM,24.0,1.0,True,,,False,1,False
RIC,3,RB,24,14.0,0 days 00:01:36.483000,96.483,5769.739,47.25799999999981,11.643999999999323,MEDIUM,24.0,1.0,True,,,False,1,False
BOT,77,Kick Sauber,24,15.0,0 days 00:01:37.350000,97.35,5782.103,59.6220000000003,12.364000000000487,MEDIUM,24.0,1.0,True,,,False,1,False
LEC,16,Ferrari,24,16.0,0 days 00:01:51.732000,111.732,5826.676,104.19500000000062,44.57300000000032,INTERMEDIATE,5.0,2.0,True,,,False,1,True
PER,11,Red Bull Racing,24,17.0,0 days 00:01:50.729000,110.729,5831.944,109.46300000000065,5.268000000000029,INTERMEDIATE,5.0,2.0,True,,,False,1,False
OCO,31,Alpine,24,18.0,0 days 00:01:38.005000,98.005,5840.509,118.02800000000025,8.5649999999996,MEDIUM,3.0,3.0,True,,,False,1,False
ZHO,24,Kick Sauber,24,19.0,0 days 00:01:48.867000,108.867,5895.482,173.0010000000002,54.972999999999956,INTERMEDIATE,5.0,3.0,True,,,False,1,False
NOR,4,McLaren,25,1.0,0 days 00:01:34.307000,94.307,5816.788,0.0,0.0,MEDIUM,25.0,1.0,True,,,False,1,False
PIA,81,McLaren,25,2.0,0 days 00:01:34.271000,94.271,5818.286,1.498000000000502,1.498000000000502,MEDIUM,25.0,1.0,True,,,False,1,False
HAM,44,Mercedes,25,3.0,0 days 00:01:34.988000,94.988,5820.378,3.5900000000001455,2.0919999999996435,MEDIUM,25.0,1.0,True,,,False,1,False
RUS,63,Mercedes,25,4.0,0 days 00:01:34.781000,94.781,5822.582,5.7940000000007785,2.204000000000633,MEDIUM,25.0,1.0,True,,,False,1,False
VER,1,Red Bull Racing,25,5.0,0 days 00:01:36.063000,96.063,5829.025,12.23700000000008,6.4429999999993015,MEDIUM,25.0,1.0,True,,,False,1,False
SAI,55,Ferrari,25,6.0,0 days 00:01:35.143000,95.143,5829.341,12.553000000000793,0.31600000000071304,MEDIUM,25.0,1.0,True,,,False,1,False
HUL,27,Haas F1 Team,25,7.0,0 days 00:01:35.918000,95.918,5846.867,30.079000000000633,17.52599999999984,MEDIUM,25.0,1.0,True,,,False,1,False
ALO,14,Aston Martin,25,8.0,0 days 00:01:35.687000,95.687,5848.789,32.001000000000204,1.9219999999995707,MEDIUM,25.0,1.0,True,,,False,1,False
STR,18,Aston Martin,25,9.0,0 days 00:01:35.351000,95.351,5850.031,33.24300000000039,1.2420000000001892,MEDIUM,25.0,1.0,True,,,False,1,False
TSU,22,RB,25,10.0,0 days 00:01:35.473000,95.473,5850.789,34.001000000000204,0.7579999999998108,MEDIUM,25.0,1.0,True,,,False,1,False
ALB,23,Williams,25,11.0,0 days 00:01:35.612000,95.612,5851.363,34.57500000000073,0.5740000000005239,MEDIUM,25.0,1.0,True,,,False,1,False
MAG,20,Haas F1 Team,25,12.0,0 days 00:01:35.150000,95.15,5852.188,35.400000000000546,0.8249999999998181,MEDIUM,25.0,1.0,True,,,False,1,False
SAR,2,Williams,25,13.0,0 days 00:01:36.166000,96.166,5854.261,37.473000000000866,2.07300000000032,MEDIUM,25.0,1.0,True,,,False,1,False
RIC,3,RB,25,14.0,0 days 00:01:38.725000,98.725,5868.464,51.676000000000386,14.20299999999952,MEDIUM,25.0,1.0,True,,,False,1,False
BOT,77,Kick Sauber,25,15.0,0 days 00:01:39.761000,99.761,5881.864,65.07600000000002,13.399999999999636,MEDIUM,25.0,1.0,True,,,False,1,False
LEC,16,Ferrari,25,16.0,0 days 00:01:49.301000,109.301,5935.977,119.1890000000003,54.113000000000284,INTERMEDIATE,6.0,2.0,True,,,False,1,False
PER,11,Red Bull Racing,25,17.0,0 days 00:01:47.327000,107.327,5939.271,122.48300000000017,3.293999999999869,INTERMEDIATE,6.0,2.0,True,,,False,1,False
OCO,31,Alpine,25,18.0,0 days 00:01:47.432000,107.432,5947.941,131.15300000000025,8.670000000000073,MEDIUM,4.0,3.0,True,,,False,1,False
ZHO,24,Kick Sauber,25,19.0,0 days 00:01:48.245000,108.245,6003.727,186.9390000000003,55.78600000000006,INTERMEDIATE,6.0,3.0,True,,,False,1,False
NOR,4,McLaren,26,1.0,0 days 00:01:41.515000,101.515,5918.303,0.0,0.0,MEDIUM,26.0,1.0,True,,,False,1,False
PIA,81,McLaren,26,2.0,0 days 00:01:40.622000,100.622,5918.908,0.6050000000004729,0.6050000000004729,MEDIUM,26.0,1.0,True,,,False,1,False
HAM,44,Mercedes,26,3.0,0 days 00:01:40.792000,100.792,5921.17,2.867000000000189,2.2619999999997162,MEDIUM,26.0,1.0,True,,,False,1,False
RUS,63,Mercedes,26,4.0,0 days 00:01:39.949000,99.949,5922.531,4.2280000000000655,1.3609999999998763,MEDIUM,26.0,1.0,True,,,False,1,False
VER,1,Red Bull Racing,26,5.0,0 days 00:01:41.491000,101.491,5930.516,12.212999999999738,7.984999999999673,MEDIUM,26.0,1.0,True,0 days 01:38:44.599000,,True,1,False
SAI,55,Ferrari,26,6.0,0 days 00:01:42.481000,102.481,5931.822,13.519000000000233,1.3060000000004948,MEDIUM,26.0,1.0,True,0 days 01:38:45.781000,,True,1,False
HUL,27,Haas F1 Team,26,7.0,0 days 00:01:41.853000,101.853,5948.72,30.41700000000037,16.89800000000014,MEDIUM,26.0,1.0,True,0 days 01:39:02.808000,,True,1,False
STR,18,Aston Martin,26,8.0,0 days 00:01:40.784000,100.784,5950.815,32.511999999999716,2.094999999999345,MEDIUM,26.0,1.0,True,0 days 01:39:05.009000,,True,1,False
ALO,14,Aston Martin,26,9.0,0 days 00:01:43.618000,103.618,5952.407,34.10400000000027,1.592000000000553,MEDIUM,26.0,1.0,True,,,False,1,False
TSU,22,RB,26,10.0,0 days 00:01:43.260000,103.26,5954.049,35.746000000000095,1.6419999999998254,MEDIUM,26.0,1.0,True,,,False,1,False
ALB,23,Williams,26,11.0,0 days 00:01:43.771000,103.771,5955.134,36.83100000000013,1.0850000000000364,MEDIUM,26.0,1.0,True,,,False,1,False
MAG,20,Haas F1 Team,26,12.0,0 days 00:01:45.466000,105.466,5957.654,39.35100000000057,2.5200000000004366,MEDIUM,26.0,1.0,True,,,False,1,False
SAR,2,Williams,26,13.0,0 days 00:01:44.642000,104.642,5958.903,40.600000000000364,1.2489999999997963,MEDIUM,26.0,1.0,True,,,False,1,False
RIC,3,RB,26,14.0,0 days 00:01:44.813000,104.813,5973.277,54.97400000000016,14.373999999999796,MEDIUM,26.0,1.0,True,0 days 01:39:27.190000,,True,1,False
BOT,77,Kick Sauber,26,15.0,0 days 00:01:49.533000,109.533,5991.397,73.09400000000005,18.11999999999989,MEDIUM,26.0,1.0,True,0 days 01:39:45.423000,,True,1,False
LEC,16,Ferrari,26,16.0,0 days 00:01:45.655000,105.655,6041.632,123.32899999999972,50.23499999999967,INTERMEDIATE,7.0,2.0,True,,,False,1,False
PER,11,Red Bull Racing,26,17.0,0 days 00:01:45.736000,105.736,6045.007,126.70399999999972,3.375,INTERMEDIATE,7.0,2.0,True,,,False,1,False
OCO,31,Alpine,26,18.0,0 days 00:01:58.710000,118.71,6066.651,148.34799999999996,21.644000000000233,MEDIUM,5.0,3.0,True,0 days 01:41:00.845000,,True,1,False
ZHO,24,Kick Sauber,26,19.0,0 days 00:01:45.113000,105.113,6108.84,190.53700000000026,42.189000000000306,INTERMEDIATE,7.0,3.0,True,0 days 01:41:42.992000,,True,1,False
NOR,4,McLaren,27,1.0,0 days 00:01:44.806000,104.806,6023.109,0.0,0.0,MEDIUM,27.0,1.0,True,0 days 01:40:17.147000,,True,1,False
HAM,44,Mercedes,27,2.0,0 days 00:01:45.183000,105.183,6026.353,3.243999999999687,3.243999999999687,MEDIUM,27.0,1.0,True,0 days 01:40:20.422000,,True,1,False
PIA,81,McLaren,27,3.0,0 days 00:01:49.747000,109.747,6028.655,5.545999999999367,2.30199999999968,MEDIUM,27.0,1.0,True,,,False,1,False
RUS,63,Mercedes,27,4.0,0 days 00:01:47.698000,107.698,6030.229,7.119999999999891,1.5740000000005239,MEDIUM,27.0,1.0,True,0 days 01:40:23.995000,,True,1,False
VER,1,Red Bull Racing,27,5.0,0 days 00:01:59.169000,119.169,6049.685,26.576000000000022,19.45600000000013,INTERMEDIATE,1.0,2.0,True,,0 days 01:39:13.065000,True,1,False
SAI,55,Ferrari,27,6.0,0 days 00:02:01.664000,121.664,6053.486,30.376999999999498,3.800999999999476,INTERMEDIATE,1.0,2.0,True,,0 days 01:39:15.047000,True,1,False
ALO,14,Aston Martin,27,7.0,0 days 00:01:48.513000,108.513,6060.92,37.810999999999694,7.4340000000001965,MEDIUM,27.0,1.0,True,0 days 01:40:55.058000,,True,1,False
TSU,22,RB,27,8.0,0 days 00:01:48.126000,108.126,6062.175,39.0659999999998,1.2550000000001091,MEDIUM,27.0,1.0,True,0 days 01:40:56.345000,,True,1,False
ALB,23,Williams,27,9.0,0 days 00:01:47.754000,107.754,6062.888,39.77899999999954,0.7129999999997381,MEDIUM,27.0,1.0,True,0 days 01:40:56.978000,,True,1,False
MAG,20,Haas F1 Team,27,10.0,0 days 00:01:51.325000,111.325,6068.979,45.86999999999989,6.091000000000349,MEDIUM,27.0,1.0,True,0 days 01:41:03.244000,,True,1,False
SAR,2,Williams,27,11.0,0 days 00:01:52.246000,112.246,6071.149,48.039999999999964,2.1700000000000728,MEDIUM,27.0,1.0,True,0 days 01:41:05.089000,,True,1,False
HUL,27,Haas F1 Team,27,12.0,0 days 00:02:02.727000,122.727,6071.447,48.33799999999974,0.29799999999977445,INTERMEDIATE,1.0,2.0,True,,0 days 01:39:32.267000,True,1,False
STR,18,Aston Martin,27,13.0,0 days 00:02:01.611000,121.611,6072.426,49.31700000000001,0.9790000000002692,INTERMEDIATE,1.0,2.0,True,,0 days 01:39:34.064000,True,1,False
RIC,3,RB,27,14.0,0 days 00:02:02.788000,122.788,6096.065,72.95599999999922,23.638999999999214,INTERMEDIATE,1.0,2.0,True,,0 days 01:39:56.001000,True,1,False
BOT,77,Kick Sauber,27,15.0,0 days 00:02:05.367000,125.367,6116.764,93.65499999999975,20.699000000000524,INTERMEDIATE,1.0,2.0,True,,0 days 01:40:16.020000,True,1,False
LEC,16,Ferrari,27,16.0,0 days 00:01:45.912000,105.912,6147.544,124.43499999999949,30.779999999999745,INTERMEDIATE,8.0,2.0,True,0 days 01:42:21.352000,,True,1,False
PER,11,Red Bull Racing,27,17.0,0 days 00:01:52.538000,112.538,6157.545,134.4359999999997,10.001000000000204,INTERMEDIATE,8.0,2.0,True,,,False,1,False
OCO,31,Alpine,27,18.0,0 days 00:02:02.736000,122.736,6189.387,166.27799999999934,31.841999999999643,INTERMEDIATE,1.0,4.0,True,,0 days 01:41:30.027000,True,1,False
ZHO,24,Kick Sauber,27,19.0,0 days 00:02:04.515000,124.515,6233.355,210.24599999999919,43.96799999999985,INTERMEDIATE,1.0,4.0,True,,0 days 01:42:12.065000,True,1,False
PIA,81,McLaren,28,1.0,0 days 00:01:52.976000,112.976,6141.631,0.0,0.0,MEDIUM,28.0,1.0,True,0 days 01:42:15.701000,,True,1,False
NOR,4,McLaren,28,2.0,0 days 00:02:00.915000,120.915,6144.024,2.393000000000029,2.393000000000029,INTERMEDIATE,1.0,2.0,True,,0 days 01:40:45.890000,True,1,False
HAM,44,Mercedes,28,3.0,0 days 00:02:00.866000,120.866,6147.219,5.587999999999738,3.194999999999709,INTERMEDIATE,1.0,2.0,True,,0 days 01:40:49.411000,True,1,False
VER,1,Red Bull Racing,28,4.0,0 days 00:01:41.176000,101.176,6150.861,9.229999999999563,3.6419999999998254,INTERMEDIATE,2.0,2.0,True,,,False,1,False
RUS,63,Mercedes,28,5.0,0 days 00:02:04.342000,124.342,6154.571,12.9399999999996,3.7100000000000364,INTERMEDIATE,1.0,2.0,True,,0 days 01:40:56.134000,True,1,False
SAI,55,Ferrari,28,6.0,0 days 00:01:42.641000,102.641,6156.127,14.496000000000095,1.5560000000004948,INTERMEDIATE,2.0,2.0,True,,,False,1,True
HUL,27,Haas F1 Team,28,7.0,0 days 00:01:41.897000,101.897,6173.344,31.712999999999738,17.216999999999643,INTERMEDIATE,2.0,2.0,True,,,False,1,False
STR,18,Aston Martin,28,8.0,0 days 00:01:42.187000,102.187,6174.613,32.98199999999997,1.2690000000002328,INTERMEDIATE,2.0,2.0,True,,,False,1,False
ALO,14,Aston Martin,28,9.0,0 days 00:02:04.427000,124.427,6185.347,43.71599999999944,10.733999999999469,INTERMEDIATE,1.0,2.0,True,,0 days 01:41:24.436000,True,1,False
TSU,22,RB,28,10.0,0 days 00:02:03.448000,123.448,6185.623,43.99199999999928,0.27599999999983993,INTERMEDIATE,1.0,2.0,True,,0 days 01:41:26.285000,True,1,False
ALB,23,Williams,28,11.0,0 days 00:02:08.459000,128.459,6191.347,49.71599999999944,5.72400000000016,INTERMEDIATE,1.0,2.0,True,,0 days 01:41:31.731000,True,1,False
MAG,20,Haas F1 Team,28,12.0,0 days 00:02:05.299000,125.299,6194.278,52.646999999999935,2.9310000000004948,INTERMEDIATE,1.0,2.0,True,,0 days 01:41:33.409000,True,1,False
SAR,2,Williams,28,13.0,0 days 00:02:05.981000,125.981,6197.13,55.498999999999796,2.8519999999998618,INTERMEDIATE,1.0,2.0,True,,0 days 01:41:37.946000,True,1,False
RIC,3,RB,28,14.0,0 days 00:01:43.338000,103.338,6199.403,57.771999999999935,2.2730000000001382,INTERMEDIATE,2.0,2.0,True,,,False,1,False
BOT,77,Kick Sauber,28,15.0,0 days 00:01:42.562000,102.562,6219.326,77.69499999999971,19.922999999999774,INTERMEDIATE,2.0,2.0,True,,,False,1,False
PER,11,Red Bull Racing,28,16.0,0 days 00:01:45.224000,105.224,6262.769,121.13799999999992,43.44300000000021,INTERMEDIATE,9.0,2.0,True,0 days 01:44:16.811000,,True,1,False
LEC,16,Ferrari,28,17.0,0 days 00:02:03.138000,123.138,6270.682,129.05099999999948,7.912999999999556,INTERMEDIATE,1.0,3.0,True,,0 days 01:42:50.558000,True,1,False
OCO,31,Alpine,28,18.0,0 days 00:01:41.716000,101.716,6291.103,149.47199999999975,20.421000000000276,INTERMEDIATE,2.0,4.0,True,,,False,1,False
ZHO,24,Kick Sauber,28,19.0,0 days 00:01:41.866000,101.866,6335.221,193.58999999999924,44.11799999999948,INTERMEDIATE,2.0,4.0,True,,,False,1,False
NOR,4,McLaren,29,1.0,0 days 00:01:40.266000,100.266,6244.29,0.0,0.0,INTERMEDIATE,2.0,2.0,True,,,False,1,False
HAM,44,Mercedes,29,2.0,0 days 00:01:40.420000,100.42,6247.639,3.34900000000016,3.34900000000016,INTERMEDIATE,2.0,2.0,True,,,False,1,False
VER,1,Red Bull Racing,29,3.0,0 days 00:01:41.533000,101.533,6252.394,8.10400000000027,4.755000000000109,INTERMEDIATE,3.0,2.0,True,,,False,1,False
RUS,63,Mercedes,29,4.0,0 days 00:01:40.405000,100.405,6254.976,10.685999999999694,2.581999999999425,INTERMEDIATE,2.0,2.0,True,,,False,1,False
SAI,55,Ferrari,29,5.0,0 days 00:01:42.447000,102.447,6258.574,14.28399999999965,3.5979999999999563,INTERMEDIATE,3.0,2.0,True,,,False,1,False
PIA,81,McLaren,29,6.0,0 days 00:02:01.184000,121.184,6262.815,18.524999999999636,4.2409999999999854,INTERMEDIATE,1.0,2.0,True,,0 days 01:42:45.296000,True,1,False
HUL,27,Haas F1 Team,29,7.0,0 days 00:01:42.641000,102.641,6275.985,31.69499999999971,13.170000000000073,INTERMEDIATE,3.0,2.0,True,,,False,1,False
STR,18,Aston Martin,29,8.0,0 days 00:01:42.992000,102.992,6277.605,33.3149999999996,1.6199999999998909,INTERMEDIATE,3.0,2.0,True,,,False,1,False
ALO,14,Aston Martin,29,9.0,0 days 00:01:43.072000,103.072,6288.419,44.128999999999905,10.814000000000306,INTERMEDIATE,2.0,2.0,True,,,False,1,False
TSU,22,RB,29,10.0,0 days 00:01:43.749000,103.749,6289.372,45.082000000000335,0.9530000000004293,INTERMEDIATE,2.0,2.0,True,,,False,1,False
ALB,23,Williams,29,11.0,0 days 00:01:41.726000,101.726,6293.073,48.78300000000036,3.701000000000022,INTERMEDIATE,2.0,2.0,True,,,False,1,False
MAG,20,Haas F1 Team,29,12.0,0 days 00:01:42.842000,102.842,6297.12,52.82999999999993,4.046999999999571,INTERMEDIATE,2.0,2.0,True,,,False,1,False
SAR,2,Williams,29,13.0,0 days 00:01:42.215000,102.215,6299.345,55.05500000000029,2.225000000000364,INTERMEDIATE,2.0,2.0,True,,,False,1,False
RIC,3,RB,29,14.0,0 days 00:01:43.377000,103.377,6302.78,58.48999999999978,3.4349999999994907,INTERMEDIATE,3.0,2.0,True,,,False,1,False
BOT,77,Kick Sauber,29,15.0,0 days 00:01:43.302000,103.302,6322.628,78.33799999999974,19.847999999999956,INTERMEDIATE,3.0,2.0,True,,,False,1,False
LEC,16,Ferrari,29,16.0,0 days 00:01:41.602000,101.602,6372.284,127.99399999999969,49.65599999999995,INTERMEDIATE,2.0,3.0,True,,,False,1,False
PER,11,Red Bull Racing,29,17.0,0 days 00:02:04.385000,124.385,6387.154,142.8640000000005,14.8700000000008,INTERMEDIATE,1.0,3.0,True,,0 days 01:44:49.177000,True,1,False
OCO,31,Alpine,29,18.0,0 days 00:01:42.362000,102.362,6393.465,149.17500000000018,6.310999999999694,INTERMEDIATE,3.0,4.0,True,,,False,1,False
ZHO,24,Kick Sauber,29,19.0,0 days 00:01:41.993000,101.993,6437.214,192.92399999999998,43.748999999999796,INTERMEDIATE,3.0,4.0,True,,,False,1,False
NOR,4,McLaren,30,1.0,0 days 00:01:40.717000,100.717,6345.007,0.0,0.0,INTERMEDIATE,3.0,2.0,True,,,False,1,False
HAM,44,Mercedes,30,2.0,0 days 00:01:40.467000,100.467,6348.106,3.09900000000016,3.09900000000016,INTERMEDIATE,3.0,2.0,True,,,False,1,False
VER,1,Red Bull Racing,30,3.0,0 days 00:01:42.098000,102.098,6354.492,9.485000000000582,6.386000000000422,INTERMEDIATE,4.0,2.0,True,,,False,1,False
RUS,63,Mercedes,30,4.0,0 days 00:01:41.237000,101.237,6356.213,11.206000000000131,1.720999999999549,INTERMEDIATE,3.0,2.0,True,,,False,1,False
SAI,55,Ferrari,30,5.0,0 days 00:01:42.737000,102.737,6361.311,16.304000000000087,5.097999999999956,INTERMEDIATE,4.0,2.0,True,,,False,1,False
PIA,81,McLaren,30,6.0,0 days 00:01:40.492000,100.492,6363.307,18.300000000000182,1.9960000000000946,INTERMEDIATE,2.0,2.0,True,,,False,1,False
HUL,27,Haas F1 Team,30,7.0,0 days 00:01:42.811000,102.811,6378.796,33.78900000000067,15.489000000000487,INTERMEDIATE,4.0,2.0,True,,,False,1,False
STR,18,Aston Martin,30,8.0,0 days 00:01:43.066000,103.066,6380.671,35.66400000000067,1.875,INTERMEDIATE,4.0,2.0,True,,,False,1,False
ALO,14,Aston Martin,30,9.0,0 days 00:01:42.577000,102.577,6390.996,45.98900000000049,10.324999999999818,INTERMEDIATE,3.0,2.0,True,,,False,1,False
TSU,22,RB,30,10.0,0 days 00:01:42.967000,102.967,6392.339,47.332000000000335,1.3429999999998472,INTERMEDIATE,3.0,2.0,True,,,False,1,False
ALB,23,Williams,30,11.0,0 days 00:01:43.271000,103.271,6396.344,51.337000000000444,4.005000000000109,INTERMEDIATE,3.0,2.0,True,,,False,1,False
MAG,20,Haas F1 Team,30,12.0,0 days 00:01:42.133000,102.133,6399.253,54.246000000000095,2.9089999999996508,INTERMEDIATE,3.0,2.0,True,,,False,1,False
SAR,2,Williams,30,13.0,0 days 00:01:42.476000,102.476,6401.821,56.814000000000306,2.568000000000211,INTERMEDIATE,3.0,2.0,True,,,False,1,False
RIC,3,RB,30,14.0,0 days 00:01:43.298000,103.298,6406.078,61.07100000000082,4.257000000000517,INTERMEDIATE,4.0,2.0,True,,,False,1,False
BOT,77,Kick Sauber,30,15.0,0 days 00:01:43.472000,103.472,6426.1,81.09300000000076,20.021999999999935,INTERMEDIATE,4.0,2.0,True,,,False,1,False
LEC,16,Ferrari,30,16.0,0 days 00:01:42.299000,102.299,6474.583,129.57600000000002,48.482999999999265,INTERMEDIATE,3.0,3.0,True,,,False,1,False
PER,11,Red Bull Racing,30,17.0,0 days 00:01:40.021000,100.021,6487.175,142.16800000000057,12.592000000000553,INTERMEDIATE,2.0,3.0,True,,,False,1,False
OCO,31,Alpine,30,18.0,0 days 00:01:43.336000,103.336,6496.801,151.79400000000078,9.626000000000204,INTERMEDIATE,4.0,4.0,True,,,False,1,False
ZHO,24,Kick Sauber,30,19.0,0 days 00:01:43.157000,103.157,6540.371,195.3640000000005,43.56999999999971,INTERMEDIATE,4.0,4.0,True,,,False,1,False
NOR,4,McLaren,31,1.0,0 days 00:01:41.313000,101.313,6446.32,0.0,0.0,INTERMEDIATE,4.0,2.0,True,,,False,1,False
HAM,44,Mercedes,31,2.0,0 days 00:01:41.538000,101.538,6449.644,3.324000000000524,3.324000000000524,INTERMEDIATE,4.0,2.0,True,,,False,1,False
VER,1,Red Bull Racing,31,3.0,0 days 00:01:42.025000,102.025,6456.517,10.197000000000116,6.8729999999995925,INTERMEDIATE,5.0,2.0,True,,,False,1,False
RUS,63,Mercedes,31,4.0,0 days 00:01:41.902000,101.902,6458.115,11.795000000000073,1.5979999999999563,INTERMEDIATE,4.0,2.0,True,,,False,1,False
SAI,55,Ferrari,31,5.0,0 days 00:01:43.007000,103.007,6464.318,17.998000000000502,6.203000000000429,INTERMEDIATE,5.0,2.0,True,,,False,1,False
PIA,81,McLaren,31,6.0,0 days 00:01:42.161000,102.161,6465.468,19.14800000000014,1.1499999999996362,INTERMEDIATE,3.0,2.0,True,,,False,1,False
HUL,27,Haas F1 Team,31,7.0,0 days 00:01:43.274000,103.274,6482.07,35.75,16.60199999999986,INTERMEDIATE,5.0,2.0,True,,,False,1,False
STR,18,Aston Martin,31,8.0,0 days 00:01:43.714000,103.714,6484.385,38.06500000000051,2.3150000000005093,INTERMEDIATE,5.0,2.0,True,,,False,1,False
ALO,14,Aston Martin,31,9.0,0 days 00:01:42.796000,102.796,6493.792,47.47200000000066,9.407000000000153,INTERMEDIATE,4.0,2.0,True,,,False,1,False
TSU,22,RB,31,10.0,0 days 00:01:43.355000,103.355,6495.694,49.374000000000706,1.9020000000000437,INTERMEDIATE,4.0,2.0,True,,,False,1,False
ALB,23,Williams,31,11.0,0 days 00:01:43.229000,103.229,6499.573,53.25300000000061,3.8789999999999054,INTERMEDIATE,4.0,2.0,True,,,False,1,False
MAG,20,Haas F1 Team,31,12.0,0 days 00:01:44.060000,104.06,6503.313,56.99300000000039,3.7399999999997817,INTERMEDIATE,4.0,2.0,True,,,False,1,False
SAR,2,Williams,31,13.0,0 days 00:01:44.332000,104.332,6506.153,59.83300000000054,2.8400000000001455,INTERMEDIATE,4.0,2.0,True,,,False,1,False
RIC,3,RB,31,14.0,0 days 00:01:43.699000,103.699,6509.777,63.457000000000335,3.6239999999997963,INTERMEDIATE,5.0,2.0,True,,,False,1,True
BOT,77,Kick Sauber,31,15.0,0 days 00:01:44.510000,104.51,6530.61,84.28999999999996,20.83299999999963,INTERMEDIATE,5.0,2.0,True,,,False,1,False
LEC,16,Ferrari,31,16.0,0 days 00:01:43.950000,103.95,6578.533,132.21300000000065,47.923000000000684,INTERMEDIATE,4.0,3.0,True,,,False,1,False
PER,11,Red Bull Racing,31,17.0,0 days 00:01:42.676000,102.676,6589.851,143.53099999999995,11.317999999999302,INTERMEDIATE,3.0,3.0,True,,,False,1,False
OCO,31,Alpine,31,18.0,0 days 00:01:44.019000,104.019,6600.82,154.5,10.969000000000051,INTERMEDIATE,5.0,4.0,True,,,False,1,False
ZHO,24,Kick Sauber,31,19.0,0 days 00:01:44.316000,104.316,6644.687,198.3670000000002,43.86700000000019,INTERMEDIATE,5.0,4.0,True,,,False,1,False
NOR,4,McLaren,32,1.0,0 days 00:01:42.216000,102.216,6548.536,0.0,0.0,INTERMEDIATE,5.0,2.0,True,,,False,1,False
HAM,44,Mercedes,32,2.0,0 days 00:01:42.475000,102.475,6552.119,3.582999999999629,3.582999999999629,INTERMEDIATE,5.0,2.0,True,,,False,1,False
VER,1,Red Bull Racing,32,3.0,0 days 00:01:42.538000,102.538,6559.055,10.519000000000233,6.936000000000604,INTERMEDIATE,6.0,2.0,True,,,False,1,False
RUS,63,Mercedes,32,4.0,0 days 00:01:43.085000,103.085,6561.2,12.66399999999976,2.144999999999527,INTERMEDIATE,5.0,2.0,True,,,False,1,False
SAI,55,Ferrari,32,5.0,0 days 00:01:43.298000,103.298,6567.616,19.079999999999927,6.416000000000167,INTERMEDIATE,6.0,2.0,True,,,False,1,False
PIA,81,McLaren,32,6.0,0 days 00:01:43.137000,103.137,6568.605,20.068999999999505,0.988999999999578,INTERMEDIATE,4.0,2.0,True,,,False,1,False
HUL,27,Haas F1 Team,32,7.0,0 days 00:01:44.134000,104.134,6586.204,37.667999999999665,17.59900000000016,INTERMEDIATE,6.0,2.0,True,,,False,1,False
STR,18,Aston Martin,32,8.0,0 days 00:01:44.545000,104.545,6588.93,40.39400000000023,2.7260000000005675,INTERMEDIATE,6.0,2.0,True,,,False,1,False
ALO,14,Aston Martin,32,9.0,0 days 00:01:43.690000,103.69,6597.482,48.94599999999991,8.55199999999968,INTERMEDIATE,5.0,2.0,True,,,False,1,False
TSU,22,RB,32,10.0,0 days 00:01:44.456000,104.456,6600.15,51.61399999999958,2.6679999999996653,INTERMEDIATE,5.0,2.0,True,,,False,1,False
ALB,23,Williams,32,11.0,0 days 00:01:44.304000,104.304,6603.877,55.34100000000035,3.7270000000007713,INTERMEDIATE,5.0,2.0,True,,,False,1,False
MAG,20,Haas F1 Team,32,12.0,0 days 00:01:45.084000,105.084,6608.397,59.860999999999876,4.519999999999527,INTERMEDIATE,5.0,2.0,True,,,False,1,False
SAR,2,Williams,32,13.0,0 days 00:01:44.912000,104.912,6611.065,62.52899999999954,2.6679999999996653,INTERMEDIATE,5.0,2.0,True,,,False,1,False
RIC,3,RB,32,14.0,0 days 00:01:44.144000,104.144,6613.921,65.38500000000022,2.8560000000006767,INTERMEDIATE,6.0,2.0,True,,,False,1,False
BOT,77,Kick Sauber,32,15.0,0 days 00:01:45.199000,105.199,6635.809,87.27300000000014,21.88799999999992,INTERMEDIATE,6.0,2.0,True,,,False,1,False
LEC,16,Ferrari,32,16.0,0 days 00:01:43.795000,103.795,6682.328,133.79200000000037,46.51900000000023,INTERMEDIATE,5.0,3.0,True,,,False,1,False
