driver,driver_number,team,lap,position,lap_time,lap_time_sec,race_time_sec,gap_to_leader_sec,interval_sec,compound,tyre_life,stint,fresh_tyre,pit_in_time,pit_out_time,is_pit_lap,track_status,deleted
PER,11,Red Bull Racing,32,17.0,0 days 00:01:44.035000,104.035,6693.886,145.35000000000036,11.557999999999993,INTERMEDIATE,4.0,3.0,True,,,False,1,False
OCO,31,Alpine,32,18.0,0 days 00:01:44.673000,104.673,6705.493,156.95700000000033,11.606999999999971,INTERMEDIATE,6.0,4.0,True,,,False,1,False
ZHO,24,Kick Sauber,32,19.0,0 days 00:01:45.029000,105.029,6749.716,201.1800000000003,44.222999999999956,INTERMEDIATE,6.0,4.0,True,,,False,1,False
NOR,4,McLaren,33,1.0,0 days 00:01:42.607000,102.607,6651.143,0.0,0.0,INTERMEDIATE,6.0,2.0,True,,,False,1,False
HAM,44,Mercedes,33,2.0,0 days 00:01:42.435000,102.435,6654.554,3.411000000000058,3.411000000000058,INTERMEDIATE,6.0,2.0,True,,,False,1,False
VER,1,Red Bull Racing,33,3.0,0 days 00:01:42.606000,102.606,6661.661,10.518000000000029,7.106999999999971,INTERMEDIATE,7.0,2.0,True,,,False,1,False
RUS,63,Mercedes,33,4.0,0 days 00:01:46.221000,106.221,6667.421,16.278000000000247,5.760000000000218,INTERMEDIATE,6.0,2.0,True,0 days 01:50:59.953000,,True,1,False
SAI,55,Ferrari,33,5.0,0 days 00:01:43.201000,103.201,6670.817,19.673999999999978,3.395999999999731,INTERMEDIATE,7.0,2.0,True,,,False,1,False
PIA,81,McLaren,33,6.0,0 days 00:01:43.325000,103.325,6671.93,20.787000000000262,1.1130000000002838,INTERMEDIATE,5.0,2.0,True,,,False,1,False
HUL,27,Haas F1 Team,33,7.0,0 days 00:01:43.685000,103.685,6689.889,38.746000000000095,17.958999999999833,INTERMEDIATE,7.0,2.0,True,,,False,1,False
STR,18,Aston Martin,33,8.0,0 days 00:01:44.213000,104.213,6693.143,42.0,3.2539999999999054,INTERMEDIATE,7.0,2.0,True,,,False,1,False
ALO,14,Aston Martin,33,9.0,0 days 00:01:44.262000,104.262,6701.744,50.60099999999966,8.600999999999658,INTERMEDIATE,6.0,2.0,True,,,False,1,False
TSU,22,RB,33,10.0,0 days 00:01:44.979000,104.979,6705.129,53.985999999999876,3.3850000000002183,INTERMEDIATE,6.0,2.0,True,,,False,1,False
ALB,23,Williams,33,11.0,0 days 00:01:44.820000,104.82,6708.697,57.55400000000009,3.568000000000211,INTERMEDIATE,6.0,2.0,True,,,False,1,False
MAG,20,Haas F1 Team,33,12.0,0 days 00:01:45.266000,105.266,6713.663,62.51999999999953,4.96599999999944,INTERMEDIATE,6.0,2.0,True,,,False,1,False
SAR,2,Williams,33,13.0,0 days 00:01:45.684000,105.684,6716.749,65.60599999999977,3.08600000000024,INTERMEDIATE,6.0,2.0,True,,,False,1,False
RIC,3,RB,33,14.0,0 days 00:01:44.855000,104.855,6718.776,67.63299999999981,2.0270000000000437,INTERMEDIATE,7.0,2.0,True,,,False,1,False
BOT,77,Kick Sauber,33,15.0,0 days 00:01:45.552000,105.552,6741.361,90.21799999999985,22.585000000000036,INTERMEDIATE,7.0,2.0,True,,,False,1,False
LEC,16,Ferrari,33,16.0,0 days 00:01:43.217000,103.217,6785.545,134.40200000000004,44.1840000000002,INTERMEDIATE,6.0,3.0,True,,,False,1,False
PER,11,Red Bull Racing,33,17.0,0 days 00:01:44.641000,104.641,6798.527,147.38400000000001,12.981999999999971,INTERMEDIATE,5.0,3.0,True,,,False,1,False
OCO,31,Alpine,33,18.0,0 days 00:01:45.290000,105.29,6810.783,159.64000000000033,12.256000000000313,INTERMEDIATE,7.0,4.0,True,,,False,1,False
ZHO,24,Kick Sauber,33,19.0,0 days 00:01:45.412000,105.412,6855.128,203.98499999999967,44.344999999999345,INTERMEDIATE,7.0,4.0,True,,,False,1,False
NOR,4,McLaren,34,1.0,0 days 00:01:43.078000,103.078,6754.221,0.0,0.0,INTERMEDIATE,7.0,2.0,True,,,False,1,False
HAM,44,Mercedes,34,2.0,0 days 00:01:42.757000,102.757,6757.311,3.0900000000001455,3.0900000000001455,INTERMEDIATE,7.0,2.0,True,,,False,1,False
VER,1,Red Bull Racing,34,3.0,0 days 00:01:42.447000,102.447,6764.108,9.887000000000626,6.79700000000048,INTERMEDIATE,8.0,2.0,True,,,False,1,False
SAI,55,Ferrari,34,4.0,0 days 00:01:42.794000,102.794,6773.611,19.390000000000327,9.502999999999702,INTERMEDIATE,8.0,2.0,True,,,False,1,False
PIA,81,McLaren,34,5.0,0 days 00:01:43.954000,103.954,6775.884,21.663000000000466,2.2730000000001382,INTERMEDIATE,6.0,2.0,True,,,False,1,False
HUL,27,Haas F1 Team,34,6.0,0 days 00:01:44.263000,104.263,6794.152,39.931000000000495,18.26800000000003,INTERMEDIATE,8.0,2.0,True,,,False,1,False
STR,18,Aston Martin,34,7.0,0 days 00:01:44.171000,104.171,6797.314,43.09300000000076,3.162000000000262,INTERMEDIATE,8.0,2.0,True,,,False,1,False
ALO,14,Aston Martin,34,8.0,0 days 00:01:44.375000,104.375,6806.119,51.89800000000014,8.804999999999382,INTERMEDIATE,7.0,2.0,True,,,False,1,False
TSU,22,RB,34,9.0,0 days 00:01:44.923000,104.923,6810.052,55.83100000000013,3.9329999999999927,INTERMEDIATE,7.0,2.0,True,,,False,1,False
ALB,23,Williams,34,10.0,0 days 00:01:45.216000,105.216,6813.913,59.69200000000001,3.8609999999998763,INTERMEDIATE,7.0,2.0,True,,,False,1,False
MAG,20,Haas F1 Team,34,11.0,0 days 00:01:46.135000,106.135,6819.798,65.57700000000023,5.885000000000218,INTERMEDIATE,7.0,2.0,True,,,False,1,False
SAR,2,Williams,34,12.0,0 days 00:01:46.095000,106.095,6822.844,68.6230000000005,3.0460000000002765,INTERMEDIATE,7.0,2.0,True,,,False,1,False
RIC,3,RB,34,13.0,0 days 00:01:45.969000,105.969,6824.745,70.52400000000034,1.90099999999984,INTERMEDIATE,8.0,2.0,True,,,False,1,False
BOT,77,Kick Sauber,34,14.0,0 days 00:01:45.199000,105.199,6846.56,92.33900000000085,21.81500000000051,INTERMEDIATE,8.0,2.0,True,,,False,1,False
LEC,16,Ferrari,34,15.0,0 days 00:01:43.604000,103.604,6889.149,134.9280000000008,42.58899999999994,INTERMEDIATE,7.0,3.0,True,,,False,1,False
PER,11,Red Bull Racing,34,16.0,0 days 00:01:45.045000,105.045,6903.572,149.35100000000057,14.422999999999774,INTERMEDIATE,6.0,3.0,True,,,False,1,False
OCO,31,Alpine,34,17.0,0 days 00:01:45.511000,105.511,6916.294,162.07300000000032,12.721999999999753,INTERMEDIATE,8.0,4.0,True,,,False,1,False
ZHO,24,Kick Sauber,34,18.0,0 days 00:01:48.010000,108.01,6963.138,208.91700000000037,46.84400000000005,INTERMEDIATE,8.0,4.0,True,,,False,1,False
NOR,4,McLaren,35,1.0,0 days 00:01:42.935000,102.935,6857.156,0.0,0.0,INTERMEDIATE,8.0,2.0,True,,,False,1,False
HAM,44,Mercedes,35,2.0,0 days 00:01:42.271000,102.271,6859.582,2.4260000000003856,2.4260000000003856,INTERMEDIATE,8.0,2.0,True,,,False,1,False
VER,1,Red Bull Racing,35,3.0,0 days 00:01:43.029000,103.029,6867.137,9.980999999999767,7.5549999999993815,INTERMEDIATE,9.0,2.0,True,,,False,1,False
SAI,55,Ferrari,35,4.0,0 days 00:01:43.590000,103.59,6877.201,20.045000000000073,10.064000000000306,INTERMEDIATE,9.0,2.0,True,,,False,1,False
PIA,81,McLaren,35,5.0,0 days 00:01:43.309000,103.309,6879.193,22.037000000000262,1.9920000000001892,INTERMEDIATE,7.0,2.0,True,,,False,1,False
HUL,27,Haas F1 Team,35,6.0,0 days 00:01:44.042000,104.042,6898.194,41.038000000000466,19.001000000000204,INTERMEDIATE,9.0,2.0,True,,,False,1,False
STR,18,Aston Martin,35,7.0,0 days 00:01:44.422000,104.422,6901.736,44.57999999999993,3.5419999999994616,INTERMEDIATE,9.0,2.0,True,,,False,1,False
ALO,14,Aston Martin,35,8.0,0 days 00:01:44.251000,104.251,6910.37,53.21399999999994,8.634000000000015,INTERMEDIATE,8.0,2.0,True,,,False,1,False
TSU,22,RB,35,9.0,0 days 00:01:44.782000,104.782,6914.834,57.677999999999884,4.463999999999942,INTERMEDIATE,8.0,2.0,True,,,False,1,False
ALB,23,Williams,35,10.0,0 days 00:01:45.202000,105.202,6919.115,61.95899999999983,4.280999999999949,INTERMEDIATE,8.0,2.0,True,,,False,1,True
MAG,20,Haas F1 Team,35,11.0,0 days 00:01:45.557000,105.557,6925.355,68.19899999999961,6.239999999999782,INTERMEDIATE,8.0,2.0,True,,,False,1,False
SAR,2,Williams,35,12.0,0 days 00:01:45.851000,105.851,6928.695,71.53899999999976,3.3400000000001455,INTERMEDIATE,8.0,2.0,True,,,False,1,False
RIC,3,RB,35,13.0,0 days 00:01:45.535000,105.535,6930.28,73.1239999999998,1.5850000000000364,INTERMEDIATE,9.0,2.0,True,,,False,1,False
BOT,77,Kick Sauber,35,14.0,0 days 00:01:45.476000,105.476,6952.036,94.88000000000011,21.756000000000313,INTERMEDIATE,9.0,2.0,True,,,False,1,False
LEC,16,Ferrari,35,15.0,0 days 00:01:42.415000,102.415,6991.564,134.40800000000036,39.52800000000025,INTERMEDIATE,8.0,3.0,True,,,False,1,False
PER,11,Red Bull Racing,35,16.0,0 days 00:01:43.534000,103.534,7007.106,149.94999999999982,15.541999999999462,INTERMEDIATE,7.0,3.0,True,,,False,1,False
OCO,31,Alpine,35,17.0,0 days 00:01:42.995000,102.995,7019.289,162.1329999999998,12.182999999999993,INTERMEDIATE,9.0,4.0,True,,,False,1,False
ZHO,24,Kick Sauber,35,18.0,0 days 00:01:42.569000,102.569,7065.707,208.55100000000039,46.418000000000575,INTERMEDIATE,9.0,4.0,True,,,False,1,False
NOR,4,McLaren,36,1.0,0 days 00:01:42.340000,102.34,6959.496,0.0,0.0,INTERMEDIATE,9.0,2.0,True,,,False,1,False
HAM,44,Mercedes,36,2.0,0 days 00:01:41.924000,101.924,6961.506,2.0100000000002183,2.0100000000002183,INTERMEDIATE,9.0,2.0,True,,,False,1,False
VER,1,Red Bull Racing,36,3.0,0 days 00:01:41.958000,101.958,6969.095,9.59900000000016,7.588999999999942,INTERMEDIATE,10.0,2.0,True,,,False,1,False
SAI,55,Ferrari,36,4.0,0 days 00:01:42.748000,102.748,6979.949,20.45299999999952,10.85399999999936,INTERMEDIATE,10.0,2.0,True,,,False,1,False
PIA,81,McLaren,36,5.0,0 days 00:01:42.520000,102.52,6981.713,22.216999999999643,1.7640000000001237,INTERMEDIATE,8.0,2.0,True,,,False,1,False
HUL,27,Haas F1 Team,36,6.0,0 days 00:01:43.044000,103.044,7001.238,41.74200000000019,19.525000000000546,INTERMEDIATE,10.0,2.0,True,,,False,1,False
STR,18,Aston Martin,36,7.0,0 days 00:01:43,103.0,7004.736,45.23999999999978,3.4979999999995925,INTERMEDIATE,10.0,2.0,True,,,False,1,False
ALO,14,Aston Martin,36,8.0,0 days 00:01:42.513000,102.513,7012.883,53.386999999999716,8.146999999999935,INTERMEDIATE,9.0,2.0,True,,,False,1,False
TSU,22,RB,36,9.0,0 days 00:01:42.726000,102.726,7017.56,58.064000000000306,4.677000000000589,INTERMEDIATE,9.0,2.0,True,,,False,1,False
ALB,23,Williams,36,10.0,0 days 00:01:43.075000,103.075,7022.19,62.693999999999505,4.6299999999992,INTERMEDIATE,9.0,2.0,True,,,False,1,True
MAG,20,Haas F1 Team,36,11.0,0 days 00:01:43.611000,103.611,7028.966,69.47000000000025,6.776000000000749,INTERMEDIATE,9.0,2.0,True,,,False,1,False
SAR,2,Williams,36,12.0,0 days 00:01:43.365000,103.365,7032.06,72.5640000000003,3.094000000000051,INTERMEDIATE,9.0,2.0,True,,,False,1,False
RIC,3,RB,36,13.0,0 days 00:01:43.213000,103.213,7033.493,73.9970000000003,1.4329999999999927,INTERMEDIATE,10.0,2.0,True,,,False,1,False
BOT,77,Kick Sauber,36,14.0,0 days 00:01:42.968000,102.968,7055.004,95.50799999999981,21.510999999999513,INTERMEDIATE,10.0,2.0,True,,,False,1,False
LEC,16,Ferrari,36,15.0,0 days 00:01:40.091000,100.091,7091.655,132.15899999999965,36.65099999999984,INTERMEDIATE,9.0,3.0,True,,,False,1,False
PER,11,Red Bull Racing,36,16.0,0 days 00:01:41.845000,101.845,7108.951,149.45499999999993,17.296000000000276,INTERMEDIATE,8.0,3.0,True,,,False,1,False
OCO,31,Alpine,36,17.0,0 days 00:01:41.215000,101.215,7120.504,161.0079999999998,11.552999999999884,INTERMEDIATE,10.0,4.0,True,,,False,1,False
ZHO,24,Kick Sauber,36,18.0,0 days 00:01:42.823000,102.823,7168.53,209.03399999999965,48.02599999999984,INTERMEDIATE,10.0,4.0,True,,,False,1,False
NOR,4,McLaren,37,1.0,0 days 00:01:39.786000,99.786,7059.282,0.0,0.0,INTERMEDIATE,10.0,2.0,True,,,False,1,False
HAM,44,Mercedes,37,2.0,0 days 00:01:39.711000,99.711,7061.217,1.9349999999994907,1.9349999999994907,INTERMEDIATE,10.0,2.0,True,,,False,1,False
VER,1,Red Bull Racing,37,3.0,0 days 00:01:38.869000,98.869,7067.964,8.681999999999789,6.747000000000298,INTERMEDIATE,11.0,2.0,True,,,False,1,False
SAI,55,Ferrari,37,4.0,0 days 00:01:40.432000,100.432,7080.381,21.09900000000016,12.417000000000371,INTERMEDIATE,11.0,2.0,True,,,False,1,False
PIA,81,McLaren,37,5.0,0 days 00:01:39.635000,99.635,7081.348,22.065999999999804,0.9669999999996435,INTERMEDIATE,9.0,2.0,True,,,False,1,False
HUL,27,Haas F1 Team,37,6.0,0 days 00:01:40.657000,100.657,7101.895,42.613000000000284,20.54700000000048,INTERMEDIATE,11.0,2.0,True,,,False,1,False
STR,18,Aston Martin,37,7.0,0 days 00:01:40.825000,100.825,7105.561,46.27899999999954,3.665999999999258,INTERMEDIATE,11.0,2.0,True,,,False,1,False
ALO,14,Aston Martin,37,8.0,0 days 00:01:40.747000,100.747,7113.63,54.347999999999956,8.069000000000415,INTERMEDIATE,10.0,2.0,True,,,False,1,False
TSU,22,RB,37,9.0,0 days 00:01:41.098000,101.098,7118.658,59.376000000000204,5.028000000000247,INTERMEDIATE,10.0,2.0,True,,,False,1,False
ALB,23,Williams,37,10.0,0 days 00:01:40.273000,100.273,7122.463,63.180999999999585,3.8049999999993815,INTERMEDIATE,10.0,2.0,True,,,False,1,False
MAG,20,Haas F1 Team,37,11.0,0 days 00:01:42.038000,102.038,7131.004,71.72199999999975,8.541000000000167,INTERMEDIATE,10.0,2.0,True,0 days 01:58:45.121000,,True,1,False
RIC,3,RB,37,12.0,0 days 00:01:40.483000,100.483,7133.976,74.6939999999995,2.9719999999997526,INTERMEDIATE,11.0,2.0,True,0 days 01:58:47.921000,,True,1,False
SAR,2,Williams,37,13.0,0 days 00:01:42.207000,102.207,7134.267,74.98499999999967,0.29100000000016735,INTERMEDIATE,10.0,2.0,True,,,False,1,False
BOT,77,Kick Sauber,37,14.0,0 days 00:01:39.987000,99.987,7154.991,95.70899999999983,20.72400000000016,INTERMEDIATE,11.0,2.0,True,0 days 01:59:09.116000,,True,1,False
LEC,16,Ferrari,37,15.0,0 days 00:01:38.357000,98.357,7190.012,130.72999999999956,35.02099999999973,INTERMEDIATE,10.0,3.0,True,0 days 01:59:44.116000,,True,1,False
PER,11,Red Bull Racing,37,16.0,0 days 00:01:39.697000,99.697,7208.648,149.36599999999999,18.636000000000422,INTERMEDIATE,9.0,3.0,True,0 days 02:00:02.791000,,True,1,False
OCO,31,Alpine,37,17.0,0 days 00:01:42.235000,102.235,7222.739,163.45699999999943,14.09099999999944,INTERMEDIATE,11.0,4.0,True,,,False,1,False
ZHO,24,Kick Sauber,37,18.0,0 days 00:01:41.608000,101.608,7270.138,210.85599999999977,47.39900000000034,INTERMEDIATE,11.0,4.0,True,0 days 02:01:04.272000,,True,1,False
NOR,4,McLaren,38,1.0,0 days 00:01:37.999000,97.999,7157.281,0.0,0.0,INTERMEDIATE,11.0,2.0,True,,,False,1,False
HAM,44,Mercedes,38,2.0,0 days 00:01:37.220000,97.22,7158.437,1.155999999999949,1.155999999999949,INTERMEDIATE,11.0,2.0,True,0 days 01:59:12.470000,,True,1,False
VER,1,Red Bull Racing,38,3.0,0 days 00:01:35.963000,95.963,7163.927,6.645999999999731,5.489999999999782,INTERMEDIATE,12.0,2.0,True,0 days 01:59:18.092000,,True,1,False
PIA,81,McLaren,38,4.0,0 days 00:01:37.106000,97.106,7178.454,21.172999999999774,14.527000000000044,INTERMEDIATE,10.0,2.0,True,0 days 01:59:32.481000,,True,1,False
SAI,55,Ferrari,38,5.0,0 days 00:01:38.370000,98.37,7178.751,21.470000000000255,0.2970000000004802,INTERMEDIATE,12.0,2.0,True,,,False,1,False
HUL,27,Haas F1 Team,38,6.0,0 days 00:01:38.854000,98.854,7200.749,43.46799999999985,21.997999999999593,INTERMEDIATE,12.0,2.0,True,,,False,1,False
STR,18,Aston Martin,38,7.0,0 days 00:01:39.373000,99.373,7204.934,47.65300000000025,4.1850000000004,INTERMEDIATE,12.0,2.0,True,,,False,1,False
ALO,14,Aston Martin,38,8.0,0 days 00:01:38.684000,98.684,7212.314,55.03300000000036,7.380000000000109,INTERMEDIATE,11.0,2.0,True,0 days 02:00:06.460000,,True,1,False
TSU,22,RB,38,9.0,0 days 00:01:38.670000,98.67,7217.328,60.04700000000048,5.014000000000124,INTERMEDIATE,11.0,2.0,True,0 days 02:00:11.160000,,True,1,False
ALB,23,Williams,38,10.0,0 days 00:01:37.843000,97.843,7220.306,63.024999999999636,2.977999999999156,INTERMEDIATE,11.0,2.0,True,0 days 02:00:14.387000,,True,1,False
SAR,2,Williams,38,11.0,0 days 00:01:38.811000,98.811,7233.078,75.79700000000048,12.772000000000844,INTERMEDIATE,11.0,2.0,True,0 days 02:00:27.139000,,True,1,False
MAG,20,Haas F1 Team,38,12.0,0 days 00:02:03.931000,123.931,7254.935,97.65400000000045,21.85699999999997,SOFT,1.0,3.0,True,,0 days 01:59:15.005000,True,1,False
RIC,3,RB,38,13.0,0 days 00:02:03.328000,123.328,7257.304,100.02300000000014,2.368999999999687,SOFT,1.0,3.0,True,,0 days 01:59:17.887000,True,1,False
BOT,77,Kick Sauber,38,14.0,0 days 00:02:06.628000,126.628,7281.619,124.33799999999974,24.3149999999996,SOFT,1.0,3.0,True,,0 days 01:59:40.628000,True,1,False
LEC,16,Ferrari,38,15.0,0 days 00:01:57.811000,117.811,7307.823,150.54200000000037,26.204000000000633,SOFT,1.0,4.0,True,,0 days 02:00:13.195000,True,1,False
OCO,31,Alpine,38,16.0,0 days 00:01:39.440000,99.44,7322.179,164.89800000000014,14.355999999999767,INTERMEDIATE,12.0,4.0,True,0 days 02:01:56.244000,,True,1,False
PER,11,Red Bull Racing,38,17.0,0 days 00:02:00.171000,120.171,7328.819,171.53800000000047,6.640000000000327,MEDIUM,1.0,4.0,True,,0 days 02:00:31.987000,True,1,False
ZHO,24,Kick Sauber,38,18.0,0 days 00:02:06.729000,126.729,7396.867,239.58600000000024,68.04799999999977,SOFT,2.0,5.0,False,,0 days 02:01:37.255000,True,1,False
NOR,4,McLaren,39,1.0,0 days 00:01:36.746000,96.746,7254.027,0.0,0.0,INTERMEDIATE,12.0,2.0,True,0 days 02:00:48.120000,,True,1,False
SAI,55,Ferrari,39,2.0,0 days 00:01:36.802000,96.802,7275.553,21.52599999999984,21.52599999999984,INTERMEDIATE,13.0,2.0,True,0 days 02:01:09.712000,,True,1,False
HAM,44,Mercedes,39,3.0,0 days 00:01:57.389000,117.389,7275.826,21.798999999999978,0.27300000000013824,SOFT,2.0,3.0,False,,0 days 01:59:42.507000,True,1,False
VER,1,Red Bull Racing,39,4.0,0 days 00:01:58.311000,118.311,7282.238,28.21100000000024,6.412000000000262,HARD,1.0,3.0,True,,0 days 01:59:47.248000,True,1,False
PIA,81,McLaren,39,5.0,0 days 00:01:54.658000,114.658,7293.112,39.085000000000036,10.873999999999796,MEDIUM,1.0,3.0,True,,0 days 02:00:01.822000,True,1,False
HUL,27,Haas F1 Team,39,6.0,0 days 00:01:37.245000,97.245,7297.994,43.96699999999964,4.881999999999607,INTERMEDIATE,13.0,2.0,True,0 days 02:01:32.097000,,True,1,False
STR,18,Aston Martin,39,7.0,0 days 00:01:37.759000,97.759,7302.693,48.66600000000017,4.699000000000524,INTERMEDIATE,13.0,2.0,True,0 days 02:01:36.764000,,True,1,False
ALO,14,Aston Martin,39,8.0,0 days 00:01:59.234000,119.234,7331.548,77.52099999999973,28.854999999999563,MEDIUM,1.0,3.0,True,,0 days 02:00:36.179000,True,1,False
TSU,22,RB,39,9.0,0 days 00:01:58.637000,118.637,7335.965,81.9380000000001,4.417000000000371,SOFT,1.0,3.0,True,,0 days 02:00:40.841000,True,1,False
ALB,23,Williams,39,10.0,0 days 00:01:57.678000,117.678,7337.984,83.95700000000033,2.019000000000233,MEDIUM,1.0,3.0,True,,0 days 02:00:43.902000,True,1,False
MAG,20,Haas F1 Team,39,11.0,0 days 00:01:33.212000,93.212,7348.147,94.11999999999989,10.162999999999556,SOFT,2.0,3.0,True,,,False,1,False
SAR,2,Williams,39,12.0,0 days 00:01:56.256000,116.256,7349.334,95.30699999999979,1.1869999999998981,SOFT,1.0,3.0,True,,0 days 02:00:56.574000,True,1,False
RIC,3,RB,39,13.0,0 days 00:01:33.138000,93.138,7350.442,96.41499999999996,1.1080000000001746,SOFT,2.0,3.0,True,,,False,1,False
BOT,77,Kick Sauber,39,14.0,0 days 00:01:37.114000,97.114,7378.733,124.70600000000013,28.291000000000167,SOFT,2.0,3.0,True,,,False,1,False
LEC,16,Ferrari,39,15.0,0 days 00:01:31.481000,91.481,7399.304,145.27700000000004,20.570999999999913,SOFT,2.0,4.0,True,,,False,1,False
PER,11,Red Bull Racing,39,16.0,0 days 00:01:32.722000,92.722,7421.541,167.51400000000012,22.23700000000008,MEDIUM,2.0,4.0,True,,,False,1,False
OCO,31,Alpine,39,17.0,0 days 00:02:00.130000,120.13,7442.309,188.28200000000015,20.76800000000003,MEDIUM,1.0,5.0,True,,0 days 02:02:25.298000,True,1,False
ZHO,24,Kick Sauber,39,18.0,0 days 00:01:32.696000,92.696,7489.563,235.53600000000006,47.253999999999905,SOFT,3.0,5.0,False,,,False,1,False
HAM,44,Mercedes,40,1.0,0 days 00:01:30.318000,90.318,7366.144,0.0,0.0,SOFT,3.0,3.0,False,,,False,1,False
NOR,4,McLaren,40,2.0,0 days 00:01:54.840000,114.84,7368.867,2.7229999999999563,2.7229999999999563,SOFT,3.0,3.0,False,,0 days 02:01:18.481000,True,1,False
VER,1,Red Bull Racing,40,3.0,0 days 00:01:30.056000,90.056,7372.294,6.149999999999636,3.42699999999968,HARD,2.0,3.0,True,,,False,1,False
PIA,81,McLaren,40,4.0,0 days 00:01:29.913000,89.913,7383.025,16.880999999999403,10.730999999999767,MEDIUM,2.0,3.0,True,,,False,1,False
SAI,55,Ferrari,40,5.0,0 days 00:01:56.753000,116.753,7392.306,26.161999999999352,9.280999999999949,HARD,1.0,3.0,True,,0 days 02:01:38.639000,True,1,False
HUL,27,Haas F1 Team,40,6.0,0 days 00:01:55.659000,115.659,7413.653,47.509000000000015,21.347000000000662,SOFT,4.0,3.0,False,,0 days 02:02:02.561000,True,1,False
STR,18,Aston Martin,40,7.0,0 days 00:01:56.032000,116.032,7418.725,52.58100000000013,5.072000000000116,MEDIUM,1.0,3.0,True,,0 days 02:02:06.198000,True,1,False
ALO,14,Aston Martin,40,8.0,0 days 00:01:31.146000,91.146,7422.694,56.55000000000018,3.969000000000051,MEDIUM,2.0,3.0,True,,,False,1,False
TSU,22,RB,40,9.0,0 days 00:01:32.318000,92.318,7428.283,62.139000000000124,5.588999999999942,SOFT,2.0,3.0,True,,,False,1,False
ALB,23,Williams,40,10.0,0 days 00:01:30.889000,90.889,7428.873,62.72899999999936,0.589999999999236,MEDIUM,2.0,3.0,True,,,False,1,False
MAG,20,Haas F1 Team,40,11.0,0 days 00:01:32.071000,92.071,7440.218,74.07399999999961,11.345000000000255,SOFT,3.0,3.0,True,,,False,1,False
SAR,2,Williams,40,12.0,0 days 00:01:31.353000,91.353,7440.687,74.54299999999967,0.46900000000005093,SOFT,2.0,3.0,True,,,False,1,False
RIC,3,RB,40,13.0,0 days 00:01:32.428000,92.428,7442.87,76.72599999999966,2.1829999999999927,SOFT,3.0,3.0,True,,,False,1,False
BOT,77,Kick Sauber,40,14.0,0 days 00:01:32.973000,92.973,7471.706,105.5619999999999,28.83600000000024,SOFT,3.0,3.0,True,,,False,1,False
LEC,16,Ferrari,40,15.0,0 days 00:01:30.878000,90.878,7490.182,124.03799999999956,18.475999999999658,SOFT,3.0,4.0,True,,,False,1,False
PER,11,Red Bull Racing,40,16.0,0 days 00:01:33.219000,93.219,7514.76,148.61599999999999,24.57800000000043,MEDIUM,3.0,4.0,True,,,False,1,False
OCO,31,Alpine,40,17.0,0 days 00:01:32.838000,92.838,7535.147,169.0029999999997,20.386999999999716,MEDIUM,2.0,5.0,True,,,False,1,False
ZHO,24,Kick Sauber,40,18.0,0 days 00:01:33.170000,93.17,7582.733,216.58899999999994,47.58600000000024,SOFT,4.0,5.0,False,,,False,1,False
HAM,44,Mercedes,41,1.0,0 days 00:01:30.118000,90.118,7456.262,0.0,0.0,SOFT,4.0,3.0,False,,,False,1,False
NOR,4,McLaren,41,2.0,0 days 00:01:29.733000,89.733,7458.6,2.3380000000006476,2.3380000000006476,SOFT,4.0,3.0,False,,,False,1,False
VER,1,Red Bull Racing,41,3.0,0 days 00:01:29.604000,89.604,7461.898,5.636000000000422,3.2979999999997744,HARD,3.0,3.0,True,,,False,1,False
PIA,81,McLaren,41,4.0,0 days 00:01:29.574000,89.574,7472.599,16.337000000000444,10.701000000000022,MEDIUM,3.0,3.0,True,,,False,1,False
SAI,55,Ferrari,41,5.0,0 days 00:01:30.475000,90.475,7482.781,26.519000000000233,10.181999999999789,HARD,2.0,3.0,True,,,False,1,False
HUL,27,Haas F1 Team,41,6.0,0 days 00:01:31.097000,91.097,7504.75,48.488000000000284,21.96900000000005,SOFT,5.0,3.0,False,,,False,1,False
STR,18,Aston Martin,41,7.0,0 days 00:01:30.098000,90.098,7508.823,52.561000000000604,4.07300000000032,MEDIUM,2.0,3.0,True,,,False,1,False
ALO,14,Aston Martin,41,8.0,0 days 00:01:30.594000,90.594,7513.288,57.02599999999984,4.464999999999236,MEDIUM,3.0,3.0,True,,,False,1,False
TSU,22,RB,41,9.0,0 days 00:01:30.812000,90.812,7519.095,62.83300000000054,5.8070000000006985,SOFT,3.0,3.0,True,,,False,1,False
ALB,23,Williams,41,10.0,0 days 00:01:30.715000,90.715,7519.588,63.32600000000002,0.4929999999994834,MEDIUM,3.0,3.0,True,,,False,1,False
MAG,20,Haas F1 Team,41,11.0,0 days 00:01:30.610000,90.61,7530.828,74.56600000000071,11.240000000000691,SOFT,4.0,3.0,True,,,False,1,False
SAR,2,Williams,41,12.0,0 days 00:01:30.875000,90.875,7531.562,75.30000000000018,0.7339999999994689,SOFT,3.0,3.0,True,,,False,1,False
RIC,3,RB,41,13.0,0 days 00:01:31.289000,91.289,7534.159,77.89699999999993,2.5969999999997526,SOFT,4.0,3.0,True,,,False,1,False
BOT,77,Kick Sauber,41,14.0,0 days 00:01:33.344000,93.344,7565.05,108.78800000000047,30.89100000000053,SOFT,4.0,3.0,True,,,False,1,False
LEC,16,Ferrari,41,15.0,0 days 00:01:30.035000,90.035,7580.217,123.95499999999993,15.166999999999462,SOFT,4.0,4.0,True,,,False,1,False
